crew_id,stayover_outstation_count,deadhead_count,deadhead_position_count,inconsistent_location_count,insufficient_transfer_count,flight_task_limit,duty_task_limit,flight_time_limit,rest_time_limit,duty_time_limit,cycle_rule_count,total_duty_time_limit,unqualified_crew_count,total_duty_days,total_flight_time
Crew_10401,4,0,0,0,0,0,0,0,0,0,0,0,0,4,13.133333333333333
Crew_10403,3,0,0,0,0,0,0,0,0,0,0,0,0,5,21.983333333333334
Crew_10404,2,0,0,0,0,0,0,0,0,0,2,0,0,5,27.766666666666666
Crew_10405,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.0999999999999996
Crew_10406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10407,2,0,0,0,0,0,0,0,0,0,2,0,0,5,23.800000000000004
Crew_10409,7,0,0,1,0,0,0,0,0,0,0,0,0,4,20.0
Crew_10410,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7.166666666666667
Crew_10411,6,0,0,0,0,0,0,0,0,0,0,0,0,4,14.083333333333332
Crew_10412,6,0,0,1,0,0,0,0,0,0,0,0,0,4,9.266666666666667
Crew_10413,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27.133333333333333
Crew_10414,5,0,0,0,0,0,0,0,0,0,0,0,0,4,12.316666666666666
Crew_10415,3,0,0,0,0,0,0,0,0,0,0,0,0,4,17.7
Crew_10416,4,0,0,0,0,0,0,0,0,0,0,0,0,4,22.96666666666667
Crew_10417,7,0,0,0,0,0,0,0,0,0,0,0,0,2,9.1
Crew_10419,7,0,0,0,0,0,0,0,0,0,0,0,0,3,9.850000000000001
Crew_10420,2,0,0,0,0,0,0,0,0,0,1,0,0,5,20.533333333333335
Crew_10421,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.816666666666667
Crew_10422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.416666666666667
Crew_10423,4,0,0,0,0,0,0,0,0,0,0,0,0,3,12.23333333333333
Crew_10424,5,0,0,0,0,0,0,0,0,0,0,0,0,4,18.866666666666667
Crew_10425,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8
Crew_10426,4,0,0,0,0,0,0,0,0,0,0,0,0,4,14.633333333333333
Crew_10428,4,0,0,0,0,0,0,0,0,0,1,0,0,4,9.65
Crew_10429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.233333333333333
Crew_10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10433,6,0,0,0,0,0,0,0,0,0,0,0,0,4,15.283333333333333
Crew_10434,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6.233333333333333
Crew_10435,4,0,0,0,0,0,0,0,0,0,0,0,0,4,15.533333333333335
Crew_10436,3,0,0,0,0,0,0,0,0,0,0,0,0,4,15.649999999999999
Crew_10437,3,0,0,0,0,0,0,0,0,0,1,0,0,5,17.083333333333332
Crew_10438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10440,6,0,0,0,0,0,0,0,0,0,1,0,0,5,15.966666666666669
Crew_10441,3,0,0,0,0,0,0,0,0,0,0,0,0,4,18.083333333333336
Crew_10442,4,0,0,0,0,0,0,0,0,0,0,0,0,3,13.483333333333333
Crew_10443,4,0,0,0,0,0,0,0,0,0,0,0,0,4,22.316666666666666
Crew_10444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.35
Crew_10445,3,0,0,0,0,0,0,0,0,0,0,0,0,4,24.35
Crew_10447,4,0,0,0,0,0,0,0,0,0,0,0,0,5,20.133333333333333
Crew_10448,5,0,0,0,0,0,0,0,0,0,0,0,0,5,16.083333333333336
Crew_10449,5,0,0,0,0,0,0,0,0,0,0,0,0,5,19.05
Crew_10450,3,0,0,0,0,0,0,0,0,0,0,0,0,2,12.15
Crew_10451,5,0,0,0,0,0,0,0,0,0,0,0,0,3,15.233333333333333
Crew_10452,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4166666666666665
Crew_10453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10454,7,0,0,0,0,0,0,0,0,0,0,0,0,4,13.7
Crew_10455,7,0,0,0,0,0,0,0,0,0,0,0,0,4,21.316666666666666
Crew_10456,4,0,0,0,0,0,0,0,0,0,0,0,0,4,18.93333333333333
Crew_10458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10459,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5
Crew_10461,4,0,0,0,0,0,0,0,0,0,0,0,0,3,12.716666666666667
Crew_10462,6,0,0,0,0,0,0,0,0,0,0,0,0,3,15.25
Crew_10464,5,1,0,0,0,0,0,0,0,0,0,0,0,1,4.6
Crew_10465,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9.45
Crew_10466,4,0,0,0,0,0,0,0,0,0,0,0,0,4,17.383333333333333
Crew_10467,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10469,3,0,0,0,0,0,0,0,0,0,0,0,0,4,22.066666666666666
Crew_10470,2,0,0,0,0,0,0,0,0,0,1,0,0,5,14.866666666666667
Crew_10471,5,0,0,0,0,0,0,0,0,0,0,0,0,3,13.833333333333336
Crew_10472,4,0,0,0,0,0,0,0,0,0,0,0,0,4,19.099999999999998
Crew_10473,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7.049999999999999
Crew_10474,5,0,0,0,0,0,0,0,0,0,0,0,0,4,13.85
Crew_10475,4,0,0,0,0,0,0,0,0,0,0,0,0,4,17.65
Crew_10476,4,0,0,0,0,0,0,0,0,0,0,0,0,3,13.966666666666665
Crew_10477,5,0,0,0,0,0,0,0,0,0,0,0,0,3,16.46666666666667
Crew_10478,4,0,0,0,0,0,0,0,0,0,0,0,0,3,15.233333333333333
Crew_10480,2,0,0,0,0,0,0,0,0,0,0,0,0,4,16.683333333333334
Crew_10481,7,0,0,0,0,0,0,0,0,0,0,0,0,4,22.566666666666666
Crew_10482,7,0,0,0,0,0,0,0,0,0,0,0,0,3,9.466666666666667
Crew_10483,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05
Crew_10484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10487,5,0,0,0,0,0,0,0,0,0,0,0,0,3,11.200000000000001
Crew_10488,7,0,0,0,0,0,0,0,0,0,0,0,0,3,11.333333333333334
Crew_10489,4,0,0,0,0,0,0,0,0,0,0,0,0,4,23.68333333333333
Crew_10490,3,0,0,0,0,0,0,0,0,0,2,0,0,5,22.366666666666667
Crew_10491,5,0,0,0,0,0,0,0,0,0,0,0,0,4,15.6
Crew_10492,4,0,0,0,0,0,0,0,0,0,0,0,0,4,17.583333333333336
Crew_10493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10496,4,0,0,0,0,0,0,0,0,0,0,0,0,3,14.716666666666669
Crew_10497,2,0,0,0,0,0,0,0,0,0,0,0,0,4,17.383333333333333
Crew_10498,6,0,0,0,0,0,0,0,0,0,0,0,0,3,11.316666666666666
Crew_10500,5,0,0,0,0,0,0,0,0,0,0,0,0,4,13.666666666666666
Crew_10501,4,0,0,0,0,0,0,0,0,0,0,0,0,3,17.849999999999998
Crew_10503,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9.25
Crew_10504,6,0,0,0,0,0,0,0,0,0,0,0,0,4,12.633333333333335
Crew_10505,6,0,0,0,0,0,0,0,0,0,0,0,0,3,12.633333333333333
Crew_10506,4,0,0,0,0,0,0,0,0,0,0,0,0,5,12.799999999999997
Crew_10507,4,0,0,0,0,0,0,0,0,0,0,0,0,4,9.266666666666667
Crew_10508,5,0,0,0,0,0,0,0,0,0,0,0,0,3,9.183333333333334
Crew_10509,3,0,0,0,0,0,0,0,0,0,0,0,0,3,15.05
Crew_10510,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.566666666666666
Crew_10511,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.533333333333333
Crew_10512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10513,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2.683333333333333
Crew_10515,5,0,0,0,0,0,0,0,0,0,0,0,0,2,6.1499999999999995
Crew_10516,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2.7666666666666666
Crew_10517,1,0,0,0,0,0,0,0,0,0,0,0,0,4,25.03333333333333
Crew_10518,7,0,0,0,0,0,0,0,0,0,0,0,0,4,12.516666666666667
Crew_10519,5,0,0,0,0,0,0,0,0,0,0,0,0,4,13.383333333333333
Crew_10520,4,0,0,0,0,0,0,0,0,0,0,0,0,4,12.516666666666666
Crew_10521,4,0,0,0,0,0,0,0,0,0,0,0,0,3,11.383333333333333
Crew_10522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10523,6,0,0,1,0,0,0,0,0,0,0,0,0,2,2.6166666666666667
Crew_10524,3,0,0,0,0,0,0,0,0,0,0,0,0,4,11.116666666666665
Crew_10526,2,0,0,0,0,0,0,0,0,0,0,0,0,4,28.650000000000002
Crew_10527,4,0,0,0,0,0,0,0,0,0,0,0,0,2,12.466666666666665
Crew_10528,2,0,0,0,0,0,0,0,0,0,0,0,0,3,19.266666666666666
Crew_10529,4,0,0,0,0,0,0,0,0,0,0,0,0,3,11.583333333333334
Crew_10530,4,0,0,1,0,0,0,0,0,0,0,0,0,4,8.383333333333333
Crew_10531,2,0,0,0,0,0,0,0,0,0,0,0,0,4,22.25
Crew_10532,5,0,0,0,0,0,0,0,0,0,0,0,0,3,17.0
Crew_10533,3,0,0,0,0,0,0,0,0,0,0,0,0,3,16.25
Crew_10534,4,0,0,0,0,0,0,0,0,0,0,0,0,2,9.65
Crew_10535,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9.116666666666667
Crew_10536,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14.8
Crew_10537,2,0,0,0,0,0,0,0,0,0,1,0,0,4,13.000000000000002
Crew_10539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10540,3,0,0,0,0,0,0,0,0,0,0,0,0,4,18.283333333333335
Crew_10541,6,0,0,0,0,0,0,0,0,0,0,0,0,4,15.566666666666666
Crew_10542,5,0,0,0,0,0,0,0,0,0,0,0,0,4,12.533333333333335
Crew_10543,0,0,0,0,0,0,0,0,0,0,1,0,0,6,17.433333333333334
Crew_10544,3,0,0,0,0,0,0,0,0,0,0,0,0,4,15.183333333333334
Crew_10545,3,0,0,0,0,0,0,0,0,0,1,0,0,4,14.416666666666666
Crew_10546,5,0,0,0,0,0,0,0,0,0,0,0,0,3,12.433333333333334
Crew_10548,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9
Crew_10549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10550,2,0,0,0,0,0,0,0,0,0,0,0,0,4,19.0
Crew_10551,7,0,0,0,0,0,0,0,0,0,0,0,0,2,6.95
Crew_10553,4,0,0,0,0,0,0,0,0,0,0,0,0,3,10.299999999999999
Crew_10554,1,0,0,0,0,0,0,0,0,0,0,0,0,3,15.233333333333334
Crew_10555,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4.1499999999999995
Crew_10556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10557,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6.233333333333333
Crew_10558,6,0,0,0,0,0,0,0,0,0,0,0,0,3,11.149999999999999
Crew_10559,3,0,0,0,0,0,0,0,0,0,0,0,0,4,17.166666666666668
Crew_10560,3,0,0,0,0,0,0,0,0,0,0,0,0,4,16.016666666666666
Crew_10561,3,0,0,0,0,0,0,0,0,0,0,0,0,4,22.783333333333335
Crew_10563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10564,6,0,0,1,0,0,0,0,0,0,0,0,0,2,7.85
Crew_10566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.166666666666667
Crew_10567,6,0,0,0,0,0,0,0,0,0,0,0,0,2,10.283333333333333
Crew_10569,3,0,0,0,0,0,0,0,0,0,0,0,0,4,23.316666666666666
Crew_10570,3,0,0,0,0,0,0,0,0,0,0,0,0,3,15.05
Crew_10571,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9.016666666666667
Crew_10572,3,0,0,0,0,0,0,0,0,0,0,0,0,2,8.616666666666665
Crew_10573,1,0,0,0,0,0,0,0,0,0,0,0,0,4,27.15
Crew_10574,0,0,0,0,0,0,0,0,0,0,1,0,0,3,13.516666666666666
Crew_10575,2,0,0,0,0,0,0,0,0,0,0,0,0,3,16.166666666666668
Crew_10576,2,0,0,0,0,0,0,0,0,0,0,0,0,4,10.166666666666668
Crew_10577,1,0,0,0,0,0,0,0,0,0,2,0,0,3,10.416666666666666
Crew_10578,6,0,0,0,0,0,0,0,0,0,0,0,0,4,18.75
Crew_10579,7,0,0,0,0,0,0,0,0,0,0,0,0,2,6.216666666666667
Crew_10580,3,0,0,0,0,0,0,0,0,0,0,0,0,3,17.316666666666666
Crew_10582,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10583,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8.033333333333333
Crew_10584,5,0,0,0,0,0,0,0,0,0,0,0,0,4,21.033333333333335
Crew_10585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10586,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.033333333333333
Crew_10588,2,0,0,0,0,0,0,0,0,0,0,0,0,3,16.516666666666666
Crew_10590,6,0,0,1,0,0,0,0,0,0,0,0,0,3,11.016666666666666
Crew_10592,2,0,0,0,0,0,0,0,0,0,0,0,0,3,12.45
Crew_10593,1,0,0,0,0,0,0,0,0,0,0,0,0,3,19.416666666666668
Crew_10594,1,0,0,0,0,0,0,0,0,0,0,0,0,2,12.533333333333331
Crew_10595,1,0,0,0,0,0,0,0,0,0,0,0,0,3,18.150000000000002
Crew_10597,5,0,0,0,0,0,0,0,0,0,0,0,0,3,17.033333333333335
Crew_10598,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22.433333333333334
Crew_10599,3,0,0,0,0,0,0,0,0,0,0,0,0,4,21.15
Crew_10600,2,0,0,0,0,0,0,0,0,0,0,0,0,2,11.533333333333333
Crew_10601,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.216666666666667
Crew_10602,2,0,0,0,0,0,0,0,0,0,0,0,0,3,12.316666666666666
Crew_10603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10604,6,0,0,0,0,0,0,0,0,0,0,0,0,4,17.400000000000002
Crew_10605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10606,3,0,0,0,0,0,0,0,0,0,0,0,0,3,17.6
Crew_10608,2,0,0,0,0,0,0,0,0,0,0,0,0,3,16.266666666666666
Crew_10609,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.616666666666667
Crew_10610,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10611,5,0,0,0,0,0,0,0,0,0,0,0,0,4,18.25
Crew_10612,5,0,0,4,0,0,0,0,1,2,0,0,0,3,14.150000000000002
Crew_10613,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2.283333333333333
Crew_10614,6,0,0,0,0,0,0,0,0,0,0,0,0,4,13.666666666666664
Crew_10615,2,0,0,0,0,0,0,0,0,0,0,0,0,2,12.266666666666667
Crew_10616,6,0,0,0,0,0,0,0,0,0,0,0,0,2,7.483333333333334
Crew_10617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10618,2,0,0,0,0,0,0,0,0,0,0,0,0,4,16.400000000000002
Crew_10619,3,0,0,0,0,0,0,0,0,0,0,0,0,3,17.883333333333333
Crew_10620,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10622,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5.333333333333334
Crew_10623,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10624,1,0,0,0,0,0,0,0,0,0,0,0,0,3,17.816666666666666
Crew_10626,1,0,0,0,0,0,0,0,0,0,0,0,0,3,17.05
Crew_10627,6,0,0,0,0,0,0,0,0,0,0,0,0,2,10.0
Crew_10629,6,0,0,2,0,0,0,0,0,1,0,0,0,3,11.583333333333332
Crew_10630,4,0,0,0,0,0,0,0,0,0,0,0,0,3,12.516666666666667
Crew_10631,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14.55
Crew_10632,0,0,0,0,0,0,0,0,0,0,1,0,0,5,21.633333333333336
Crew_10633,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13.816666666666666
Crew_10634,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13.133333333333333
Crew_10635,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5.566666666666666
Crew_10636,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14.883333333333333
Crew_10637,5,0,0,0,0,0,0,0,0,0,0,0,0,3,11.6
Crew_10638,3,0,0,0,0,0,0,0,0,0,0,0,0,4,18.066666666666666
Crew_10639,2,0,0,0,0,0,0,0,0,0,0,0,0,3,19.65
Crew_10640,2,0,0,0,0,0,0,0,0,0,0,0,0,3,12.683333333333334
Crew_10641,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19.866666666666667
Crew_10642,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16.416666666666664
Crew_10643,3,0,0,0,0,0,0,0,0,0,0,0,0,4,17.0
Crew_10645,6,0,0,0,0,0,0,0,0,0,0,0,0,2,13.183333333333334
Crew_10646,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20.45
Crew_10647,3,0,0,0,0,0,0,0,0,0,0,0,0,4,16.8
Crew_10648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.483333333333333
Crew_10649,3,0,0,0,0,0,0,0,0,0,0,0,0,4,19.183333333333334
Crew_10650,1,0,0,0,0,0,0,0,0,0,0,0,0,3,19.816666666666663
Crew_10651,5,0,0,0,0,0,0,0,0,0,0,0,0,2,4.683333333333334
Crew_10652,4,0,0,0,0,0,0,0,0,0,0,0,0,4,17.666666666666668
Crew_10653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10654,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.683333333333334
Crew_10656,2,0,0,0,0,0,0,0,0,0,0,0,0,3,17.066666666666666
Crew_10657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.833333333333333
Crew_10658,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7.133333333333334
Crew_10659,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6.4
Crew_10660,2,0,0,0,0,0,0,0,0,0,0,0,0,3,10.8
Crew_10661,1,0,0,0,0,0,0,0,0,0,0,0,0,3,17.866666666666667
Crew_10663,0,0,0,0,0,0,0,0,0,0,1,0,0,4,13.083333333333334
Crew_10664,4,0,0,0,0,0,0,0,0,0,0,0,0,4,16.98333333333333
Crew_10665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.216666666666667
Crew_10666,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9.683333333333334
Crew_10667,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9.266666666666667
Crew_10668,1,0,0,0,0,0,0,0,0,0,0,0,0,3,15.25
Crew_10669,4,0,0,0,0,0,0,0,0,0,0,0,0,3,15.683333333333334
Crew_10670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.316666666666666
Crew_10671,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.416666666666666
Crew_10672,1,0,0,0,0,0,0,0,0,0,0,0,0,3,14.283333333333335
Crew_10673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10674,7,0,0,0,0,0,0,0,0,0,0,0,0,3,9.083333333333332
Crew_10675,6,0,0,2,0,0,0,0,0,1,0,0,0,1,2.1
Crew_10676,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12.216666666666667
Crew_10677,2,0,0,0,0,0,0,0,0,0,0,0,0,3,19.03333333333333
Crew_10679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10680,2,0,0,0,0,0,0,0,0,0,3,0,0,4,18.433333333333334
Crew_10681,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11.8
Crew_10682,1,0,0,0,0,0,0,0,0,0,0,0,0,3,14.149999999999999
Crew_10683,2,0,0,0,0,0,0,0,0,0,0,0,0,3,13.75
Crew_10684,4,0,0,0,0,0,0,0,0,0,0,0,0,4,22.016666666666666
Crew_10685,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.533333333333333
Crew_10686,5,0,0,0,0,0,0,0,0,0,0,0,0,4,13.666666666666668
Crew_10687,6,0,0,2,0,0,0,0,0,1,0,0,0,4,20.083333333333332
Crew_10689,7,0,0,1,0,0,0,0,0,0,0,0,0,1,3.9166666666666665
Crew_10690,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.450000000000001
Crew_10693,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9
Crew_10694,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10695,2,0,0,0,0,0,0,0,0,0,0,0,0,3,20.450000000000003
Crew_10696,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2.5
Crew_10698,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4.183333333333334
Crew_10699,3,0,0,0,0,0,0,0,0,0,0,0,0,3,15.583333333333334
Crew_10701,3,0,0,0,0,0,0,0,0,0,0,0,0,3,17.26666666666667
Crew_10702,6,0,0,0,0,0,0,0,0,0,0,0,0,4,19.9
Crew_10703,2,0,0,0,0,0,0,0,0,0,0,0,0,3,16.35
Crew_10704,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10705,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.983333333333333
Crew_10706,5,0,0,0,0,0,0,0,0,0,0,0,0,3,18.599999999999998
Crew_10707,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9166666666666667
Crew_10708,5,0,0,0,0,0,0,0,0,0,0,0,0,4,15.7
Crew_10709,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5.983333333333333
Crew_10713,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2
Crew_10715,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11.983333333333333
Crew_10716,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5
Crew_10718,2,0,0,0,0,0,0,0,0,0,0,0,0,3,15.316666666666666
Crew_10719,6,0,0,0,0,0,0,0,0,0,0,0,0,3,16.8
Crew_10722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.283333333333333
Crew_10723,2,0,0,0,0,0,0,0,0,0,0,0,0,2,11.416666666666668
Crew_10724,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.766666666666666
Crew_10726,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.483333333333333
Crew_10727,3,0,0,2,0,0,0,0,0,0,2,0,0,3,16.166666666666668
Crew_10728,2,0,0,0,0,0,0,0,0,0,0,0,0,3,10.083333333333334
Crew_10729,2,0,0,0,0,0,0,0,0,0,0,0,0,3,17.033333333333335
Crew_10730,6,0,0,0,0,0,0,0,0,0,0,0,0,3,11.083333333333332
Crew_10731,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14.066666666666666
Crew_10732,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0166666666666666
Crew_10734,2,0,0,0,0,0,0,0,0,0,0,0,0,3,18.283333333333335
Crew_10735,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10736,6,0,0,0,0,0,0,0,0,0,0,0,0,3,11.666666666666666
Crew_10737,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2
Crew_10738,6,0,0,2,0,0,0,0,0,1,0,0,0,3,13.35
Crew_10739,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.666666666666667
Crew_10740,2,0,0,0,0,0,0,0,0,0,0,0,0,2,10.566666666666666
Crew_10741,2,0,0,0,0,0,0,0,0,0,0,0,0,3,12.95
Crew_10742,2,0,0,0,0,0,0,0,0,0,0,0,0,3,17.68333333333333
Crew_10743,6,0,0,0,0,0,0,0,0,0,0,0,0,3,13.166666666666666
Crew_10744,1,0,0,0,0,0,0,0,0,0,0,0,0,3,18.783333333333335
Crew_10745,2,0,0,0,0,0,0,0,0,0,0,0,0,3,10.816666666666666
Crew_10746,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.933333333333334
Crew_10747,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13.55
Crew_10748,2,0,0,0,0,0,0,0,0,0,0,0,0,2,12.816666666666666
Crew_10750,2,0,0,0,0,0,0,0,0,0,0,0,0,3,16.2
Crew_10752,4,0,0,0,0,0,0,0,0,0,0,0,0,4,14.733333333333334
Crew_10753,6,0,0,1,0,0,0,0,0,0,0,0,0,4,20.35
Crew_10754,2,0,0,0,0,0,0,0,0,0,0,0,0,3,17.133333333333333
Crew_10757,2,0,0,0,0,0,0,0,0,0,0,0,0,3,15.45
Crew_10759,5,0,0,0,0,0,0,0,0,0,0,0,0,3,15.966666666666665
Crew_10760,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.516666666666667
Crew_10763,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5.083333333333333
Crew_10767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
Crew_10768,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2666666666666666
Crew_10769,2,0,0,0,0,0,0,0,0,0,0,0,0,3,18.083333333333332
Crew_10770,1,0,0,0,0,0,0,0,0,0,0,0,0,3,17.933333333333334
Crew_10771,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5.616666666666667
Crew_10772,6,0,0,0,0,0,0,0,0,0,0,0,0,4,15.816666666666666
Crew_10773,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11.549999999999999
Crew_10774,5,0,0,2,0,0,0,0,0,1,0,0,0,3,12.649999999999999
Crew_10775,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0166666666666666
Crew_10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10779,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5.9
Crew_10780,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13.899999999999999
Crew_10782,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1666666666666665
Crew_10783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10784,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.666666666666666
Crew_10785,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.683333333333334
Crew_10786,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12.316666666666666
Crew_10787,2,0,0,0,0,0,0,0,0,0,0,0,0,2,11.149999999999999
Crew_10788,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13.666666666666668
Crew_10789,2,0,0,0,0,0,0,0,0,0,0,0,0,3,10.916666666666666
Crew_10790,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9666666666666666
Crew_10791,6,0,0,0,0,0,0,0,0,0,0,0,0,2,9.0
